ResponseId,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60
R_3lAq3rNGGWHh2Ua,4,4,5,4,2,3,5,4,3,4,2,5,5,4,4,2,2,4,2,4,4,2,4,4,2,5,1,2,2,2,4,4,1,2,4,1,4,4,5,2,2,4,5,2,5,5,4,2,1,2,5,5,2,5,2,4,2,5,4,2
R_2waYhhHz3oy8sKZ,4,5,5,4,3,1,5,2,3,2,4,4,5,3,4,5,5,3,3,2,2,1,5,2,5,1,5,1,4,4,5,5,2,4,3,4,1,2,4,2,2,5,5,5,4,4,1,4,2,4,4,5,2,4,3,4,4,4,2,4
R_1mJB7RtkMSihWi7,5,2,4,4,4,2,5,4,2,5,1,2,4,4,5,1,4,1,4,4,2,2,5,2,5,1,2,4,4,2,5,1,2,4,3,5,2,2,2,2,4,5,4,2,2,4,4,5,2,5,3,4,2,1,3,5,4,4,2,5
R_V3zGgA2kS1KKD0l,5,4,2,1,1,4,5,5,2,4,2,4,5,5,3,2,5,5,5,5,5,1,4,3,1,4,3,4,2,1,2,4,2,5,5,2,1,5,4,4,4,5,4,3,1,5,2,4,4,1,1,5,4,4,4,5,4,4,4,3
R_26aue4yk4OF757Q,4,4,2,4,2,3,4,3,4,5,1,1,5,1,4,2,1,4,2,4,3,1,2,5,1,2,4,2,4,2,3,4,3,1,5,2,2,4,1,4,4,3,4,4,1,4,1,4,4,2,3,4,3,1,1,4,4,4,2,3
R_RzzWS0NVkS4b2jT,4,2,1,5,1,4,4,1,5,4,1,4,5,1,5,1,1,4,1,5,4,1,4,5,1,1,4,3,4,1,4,5,4,2,5,2,1,4,1,4,5,4,5,5,1,5,1,1,2,2,2,5,4,1,2,5,2,4,1,5
R_2ZK3aC0DXGpOh6F,2,4,5,4,1,2,5,4,4,5,4,2,4,1,4,5,1,4,4,5,1,1,5,5,1,5,5,3,5,2,4,5,3,2,5,4,2,2,1,5,1,2,3,5,1,1,4,3,4,2,5,4,3,2,1,1,4,3,1,3
R_1GHSCdFPkexDWqJ,1,4,5,1,1,2,5,5,4,4,4,3,2,5,5,5,5,1,4,2,4,5,5,1,4,4,5,4,1,4,5,4,1,5,2,5,2,3,5,3,2,2,3,5,4,2,3,5,1,5,5,4,4,5,3,1,4,4,2,3
R_3Po8spftP9fdyAq,4,4,4,4,1,4,4,4,4,4,1,2,4,4,4,2,5,4,4,5,3,2,4,4,1,4,5,3,4,2,3,4,2,2,5,3,3,4,4,4,4,2,4,4,2,4,2,4,2,1,4,4,4,2,2,4,5,4,3,4
R_1gcHUNmoGepxpFK,2,5,2,4,1,1,5,4,4,5,1,1,5,2,5,5,5,5,4,5,1,1,4,4,2,2,5,2,2,1,5,5,5,5,5,2,1,5,4,4,4,2,5,5,1,4,1,1,2,1,5,5,5,4,1,5,5,1,2,4
R_3Lb54b4ud00fMPn,1,3,3,2,2,4,4,4,2,3,3,3,3,4,3,3,4,2,3,5,1,4,4,2,3,3,2,3,3,3,3,3,3,4,5,3,4,3,4,4,2,4,3,4,2,3,2,2,4,2,1,2,4,3,1,4,3,4,5,4
R_2fJmOYVl8KcUgYm,5,3,5,2,3,4,4,4,3,5,2,3,2,3,4,1,1,2,3,3,3,4,5,4,1,3,4,4,2,2,4,4,4,4,3,2,4,2,4,3,4,4,4,3,3,5,3,1,2,2,1,4,2,3,2,5,3,4,3,4
R_W83lJZ9p0FuGjSN,5,2,2,4,5,4,4,3,5,5,2,4,5,4,4,2,2,4,4,1,5,4,2,5,3,4,2,4,5,5,2,4,4,2,1,1,4,5,1,4,2,4,4,4,2,5,4,2,4,5,1,4,5,2,3,4,2,4,2,5
R_27g0FNTA0mGn3hH,5,5,2,4,1,5,5,2,5,2,1,2,5,1,4,4,1,4,2,5,5,1,4,1,4,2,5,3,5,1,4,5,4,4,5,3,1,5,1,2,4,2,5,5,2,4,1,2,2,2,2,5,4,1,3,5,5,1,1,4
R_2arFemBvfjdDZLz,1,3,4,3,1,1,4,5,2,4,1,4,3,4,3,5,2,2,4,5,1,1,4,2,1,5,4,3,3,2,5,3,2,4,5,3,4,4,3,4,2,4,3,3,1,1,2,2,2,2,4,4,4,4,1,3,4,4,4,2
R_yrMPMC0Gcpf17rj,4,4,4,2,3,4,4,3,2,4,2,3,3,4,3,3,1,4,4,5,3,2,4,3,2,3,3,4,3,2,4,4,3,4,4,3,2,3,3,4,4,4,4,4,2,4,3,2,2,2,4,4,3,3,2,3,2,4,3,3
R_1f2Vi7PbF8ENSCt,4,4,2,2,1,1,4,4,4,5,1,4,3,5,2,5,1,4,1,5,3,1,3,4,2,2,4,4,2,2,5,1,4,5,5,2,1,5,5,5,4,4,4,4,2,5,2,4,1,1,4,4,2,5,3,5,3,2,3,2
R_3kaI3aP8pSJiepc,2,4,2,2,2,4,5,4,2,4,3,4,4,5,3,4,1,4,4,5,5,1,2,4,2,3,4,4,1,1,4,2,5,5,5,1,3,4,4,5,4,2,4,4,1,4,3,3,1,2,3,4,3,4,3,4,2,3,3,4
R_2B9YN4EHNIOp8Gu,1,2,2,4,2,1,4,4,4,2,4,2,5,1,4,5,2,4,4,4,1,1,2,4,4,4,4,3,4,2,5,5,4,3,4,3,1,4,2,2,1,4,4,4,2,1,4,1,3,2,5,5,4,4,2,1,2,2,2,3
R_1MTbW61cD59PSJj,2,2,1,3,5,4,4,4,4,3,4,3,4,5,5,2,5,5,5,2,3,5,4,1,2,1,3,5,1,3,5,4,5,5,4,2,5,3,3,2,3,5,1,1,3,3,5,1,1,4,1,5,4,4,2,3,1,5,5,3
R_3dMHBVlo8k9G5wr,1,4,5,1,4,1,4,4,1,5,1,2,3,4,4,5,2,1,4,4,1,2,5,2,2,5,4,4,1,1,5,2,1,5,3,4,4,2,4,4,2,4,4,1,1,4,3,3,1,5,5,4,2,4,2,3,5,4,5,5
R_sLLubH2bIGdbfLH,3,4,2,1,2,3,5,4,2,3,3,3,4,4,3,5,2,3,3,5,2,5,5,2,5,4,4,3,1,2,4,4,3,5,5,4,4,3,5,3,3,2,4,1,3,4,3,1,5,4,4,5,1,5,3,3,5,3,4,4
R_tLsLGBUOqhvd0zv,2,4,4,4,1,1,4,4,2,5,2,5,4,5,4,4,1,4,5,5,1,2,5,1,2,4,5,5,1,2,4,4,4,5,5,2,4,2,5,4,4,5,4,1,1,4,4,2,2,1,5,4,2,5,2,4,1,4,5,2
R_vZacf4ruxCmHn2x,4,4,4,5,1,4,4,4,4,5,2,4,5,2,4,2,2,4,2,5,2,4,2,5,1,5,4,4,4,1,2,4,4,1,4,3,2,4,2,4,4,2,5,4,1,5,4,2,4,2,4,4,4,1,2,5,2,4,2,4
R_eQab14jVYj0OmiZ,1,4,4,3,2,1,4,4,2,5,5,3,2,4,3,5,1,2,5,3,2,2,5,2,3,5,4,4,2,2,5,2,1,5,3,4,4,2,5,4,1,4,2,4,2,1,3,4,1,4,4,4,4,5,3,1,2,4,3,3
R_22wUNZkbxOu3NDg,2,3,2,2,3,4,5,4,4,5,3,1,4,3,5,4,1,4,2,4,4,1,4,5,1,2,4,1,5,1,4,5,3,5,4,2,1,5,2,5,4,1,5,5,1,3,2,1,2,1,3,5,5,1,2,4,4,1,1,4
R_2tzerU3DaKR156z,3,5,2,5,2,1,4,4,3,4,1,3,5,4,4,4,5,3,4,2,4,1,4,4,4,1,4,3,4,1,4,2,3,4,3,2,4,4,4,4,4,4,4,4,1,5,2,2,2,4,2,4,3,4,3,4,4,2,2,3
R_3I6GWYmpcxtjXvR,4,4,2,2,3,4,4,2,2,4,2,2,4,4,3,4,5,4,2,3,2,2,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,4,4,4,4,2,2,4,2,4,4,3
R_pLRRIdRBPqVBIqt,1,3,4,2,2,1,4,4,2,4,4,3,2,5,3,5,1,4,5,4,1,1,5,1,4,2,2,4,1,4,5,4,4,5,4,4,4,4,5,2,1,4,2,2,1,1,4,2,1,4,4,4,4,5,3,1,4,4,5,2
R_puaTVz0RyHZHcOt,1,2,3,1,4,1,4,4,2,5,2,4,2,5,4,5,3,5,4,4,1,2,4,3,2,4,1,2,2,5,5,4,4,5,4,4,3,5,5,5,2,4,4,5,3,2,4,1,1,4,5,4,4,4,1,2,1,4,2,2
R_1o0d5OX8ytnSGis,4,3,4,3,3,4,4,4,2,4,2,4,4,4,3,3,4,3,4,3,4,3,4,4,5,3,2,4,3,3,3,3,3,4,3,4,4,3,3,4,4,5,4,4,4,4,5,4,2,4,3,4,1,4,5,3,3,5,3,3
R_1KeTzNOixK5Wfj2,2,4,2,3,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,5,2,2,2,4,2,2,4,4,2,2,4,4,4,4,5,3,3,4,4,4,2,3,4,3,2,4,2,1,2,2,2,4,4,4,3,2,2,2,2,3
R_2AKzO1GEukV7ivO,3,4,3,1,4,3,4,4,2,4,2,4,4,5,3,2,5,4,4,4,2,3,4,2,2,2,5,4,2,2,5,3,4,5,4,3,4,2,5,3,3,4,4,1,2,4,2,2,1,4,4,4,2,5,4,4,4,4,5,4
R_3oBc2CD3X30a02v,4,5,4,2,2,2,5,3,5,4,2,1,5,4,4,2,1,5,4,5,2,1,4,4,5,4,5,2,4,2,3,5,5,4,5,2,1,5,4,5,4,4,5,2,1,4,1,1,4,1,4,5,2,4,1,4,2,1,4,4
R_1i5qUGz3QUzIUOW,5,5,4,3,5,5,4,2,3,4,3,3,5,2,4,2,1,5,4,1,4,2,3,4,3,1,4,3,4,3,4,3,4,4,2,4,4,4,3,3,5,3,5,4,3,4,4,4,3,5,2,5,4,3,3,4,4,4,4,4
R_29unCak4zOVTJ0D,2,5,3,4,1,1,5,4,5,4,2,3,5,2,4,5,1,4,4,5,2,1,2,4,1,3,5,3,3,2,5,5,3,4,2,5,1,1,4,5,2,1,5,5,1,2,1,4,4,4,3,5,1,4,3,3,3,2,1,3
R_1IgDinU304rfy4g,4,5,1,2,1,4,5,4,2,5,2,4,5,2,4,4,1,5,4,5,4,1,4,4,1,4,2,1,2,1,4,4,5,4,5,1,2,4,4,5,4,4,5,4,1,4,2,1,2,1,4,5,5,4,2,5,2,1,4,5
R_3kzaCjjgXqrOcPG,4,4,5,4,4,2,4,5,1,4,5,4,4,5,3,4,2,2,5,5,2,1,5,4,4,5,2,5,4,4,4,5,2,4,5,3,4,1,4,2,2,4,4,5,4,4,2,2,2,1,4,5,1,3,3,4,4,5,5,3
R_10u8mbMXjWUrht7,2,4,3,2,4,2,4,4,4,3,4,3,4,3,2,4,5,4,4,4,2,4,3,2,3,4,4,2,2,4,4,4,4,4,3,3,1,3,5,3,2,4,4,3,2,4,1,2,2,4,4,5,2,4,3,3,3,3,5,2
R_2WwgRBFhj7Ny5lB,2,3,2,2,5,4,5,4,2,2,5,5,5,2,3,5,2,4,5,4,4,2,5,2,1,5,1,4,2,5,5,3,4,5,3,4,1,4,5,4,1,5,4,2,1,3,4,4,1,5,2,5,4,5,4,1,1,1,4,2
R_8v8gmYeOih2syCB,2,2,1,4,3,5,3,3,1,4,4,5,3,4,5,5,4,5,4,4,4,4,4,3,1,3,1,4,2,2,2,3,5,4,3,3,4,4,4,4,3,4,3,2,1,3,4,1,5,2,2,3,5,5,2,2,2,4,4,4
R_bwQkojhuVi0vZqV,4,5,5,3,1,4,5,5,3,5,2,4,4,4,5,5,1,3,5,5,5,1,3,2,2,4,3,2,1,1,4,4,2,4,5,3,2,2,4,5,1,5,4,3,1,4,5,2,2,1,2,5,2,4,1,5,3,2,4,5
R_2o7T9ftc8Mee9gd,4,2,4,4,4,2,4,4,5,5,5,3,3,4,5,5,5,2,4,4,5,2,5,2,1,5,4,3,5,2,5,4,2,5,5,1,4,2,5,5,2,4,3,4,2,2,5,2,1,1,3,5,2,5,1,2,3,4,3,5
R_2CdBUvut8fIRPeG,4,4,4,2,4,2,5,2,2,4,2,3,4,5,2,5,2,2,4,5,1,2,4,4,3,4,4,3,2,3,5,4,2,5,4,3,4,4,2,2,4,4,4,3,4,4,2,2,1,4,2,4,4,2,4,3,2,2,5,2
R_1MKFfWNocJ7nlV1,5,5,5,2,4,2,5,4,1,5,1,2,4,4,2,4,5,5,3,4,1,1,4,3,1,3,5,2,1,2,5,4,5,5,5,5,2,5,4,4,5,5,5,2,1,5,1,2,1,1,5,5,5,4,2,4,4,3,5,3
R_2TsXHavRGR1cMFP,2,3,3,3,2,2,3,3,4,4,4,3,3,3,2,5,3,4,3,4,2,2,4,2,2,4,3,3,3,2,5,3,4,4,4,4,4,3,3,3,2,4,3,3,5,2,3,1,2,3,4,3,3,3,2,4,3,3,2,1
R_26f1P82xp7YZVaz,4,4,1,5,2,4,5,2,5,5,4,4,4,2,4,4,2,5,2,4,3,4,1,4,1,2,5,4,4,1,4,5,5,4,4,2,4,5,4,3,2,4,4,4,2,2,4,1,2,2,4,5,5,4,2,2,5,4,2,5
R_3MhXlTHY8eWfYzf,4,4,2,2,2,4,5,2,1,5,4,2,4,3,4,1,1,4,4,4,3,1,5,4,1,2,1,2,4,4,4,5,2,3,3,1,4,5,3,3,1,3,4,5,1,4,2,1,2,2,4,5,4,4,2,1,2,2,1,2
R_2Yb9KGVAowBOcdt,4,5,2,2,1,4,5,1,5,5,1,4,5,1,5,4,3,5,4,4,2,1,1,4,3,1,2,1,2,1,4,5,5,3,4,2,1,5,2,4,2,5,5,3,1,2,1,1,1,2,2,5,5,2,4,4,3,1,3,4
R_2YSA1sPh0o9LXWD,4,4,4,5,2,2,5,5,5,5,4,1,4,2,3,4,5,2,2,5,1,1,4,2,1,4,5,4,5,1,5,5,1,4,5,3,1,4,4,5,2,4,4,5,1,1,4,4,1,1,4,5,4,4,1,4,5,4,1,4
R_4325ULXGmQoAQX7,5,4,4,5,2,4,5,2,5,5,2,4,4,1,5,1,1,2,2,4,4,2,1,5,1,1,4,2,5,2,3,1,2,4,4,2,2,5,2,4,4,4,5,5,2,4,2,4,4,3,3,4,4,4,2,4,4,4,1,4
R_3iCpKbjhPsA8pfH,2,5,5,4,2,1,5,1,5,5,1,1,5,4,5,4,5,4,5,5,2,2,5,3,1,4,5,4,2,1,5,5,2,5,5,2,2,5,4,5,4,4,5,2,4,4,1,2,1,1,3,5,3,2,1,5,4,4,5,5
R_1jwaBZTQrvwKbVb,3,4,4,1,3,3,4,3,2,4,4,4,4,5,3,4,2,3,4,4,2,2,5,2,2,4,3,2,1,2,5,4,4,5,4,3,2,3,4,4,3,4,4,4,2,3,4,1,1,2,3,4,3,5,2,4,4,3,3,3
R_0UjJYTk3VjmfWSZ,2,4,4,2,3,3,5,5,2,4,4,3,3,4,3,4,5,3,4,4,1,2,4,3,4,2,5,4,3,2,4,5,3,5,4,4,3,2,3,3,4,5,5,3,3,1,1,2,1,4,4,4,2,4,2,4,4,4,3,4
R_2Ez9xmOXldrFcQc,4,3,2,2,3,4,4,5,2,5,2,4,2,4,4,2,5,5,4,5,2,2,4,1,1,4,4,5,1,5,5,4,3,5,5,2,4,2,5,5,4,5,1,2,5,4,5,2,1,2,5,4,5,4,2,3,2,5,4,2
R_2xzAyiyD6ZeP9wa,4,5,1,4,4,3,5,3,3,4,1,4,4,3,4,2,5,5,2,1,4,2,4,3,1,4,2,2,3,2,4,4,4,4,3,2,1,4,3,4,3,4,4,4,1,3,1,2,2,4,3,5,3,3,3,4,2,4,4,4
R_rpBAk5tuvjgto6R,2,5,2,1,1,5,5,1,4,5,1,5,5,2,5,5,1,5,5,5,1,1,5,1,1,5,1,2,1,1,5,4,4,5,5,5,4,2,5,5,2,5,5,1,1,5,1,1,1,2,4,4,4,5,1,5,1,1,4,5
R_spvrTdSb3gJinf3,5,4,2,4,4,2,5,3,4,4,2,2,4,4,4,4,4,2,3,4,4,2,2,4,3,1,4,2,3,2,2,4,2,2,5,5,2,2,4,3,3,2,2,4,2,4,2,4,4,4,3,5,4,4,2,4,3,5,2,4
R_2uP4ydZ76IIEE3Q,4,4,4,4,1,4,5,4,4,5,2,2,5,3,4,2,4,3,4,5,3,1,5,4,2,2,4,4,3,2,2,4,2,3,5,3,2,2,2,3,3,3,4,4,1,4,2,3,2,2,2,5,2,4,2,5,4,4,3,5
R_24C4SNPpZ6WS3np,4,5,5,1,5,3,5,4,4,5,4,4,4,5,5,5,1,2,4,5,4,2,4,2,2,5,5,2,2,1,5,5,2,5,5,3,2,2,4,5,1,4,4,2,3,4,2,4,5,4,2,5,5,4,2,2,4,4,4,5
R_2YlJrDcOfGo2Nvm,1,5,4,2,1,1,5,4,1,5,1,4,4,4,2,5,1,5,5,5,1,1,4,1,4,3,3,5,1,1,5,1,3,5,4,4,4,5,5,4,3,4,4,1,2,1,4,3,2,2,4,4,4,4,1,5,4,2,5,2
R_9Ko1AUG8droeycx,1,5,4,1,1,3,5,2,2,5,3,2,3,5,4,5,2,5,4,3,1,2,5,2,4,4,3,3,1,2,5,4,1,5,3,4,4,2,5,5,2,5,4,1,2,2,3,2,1,4,2,3,3,3,2,5,2,3,5,3
R_2UWyXL8qBWchpsp,2,2,4,2,4,2,3,5,1,4,4,4,3,4,4,5,3,3,4,2,2,2,4,3,2,5,4,5,3,4,5,4,2,4,2,4,4,2,4,4,2,4,4,3,1,3,4,4,2,5,4,4,2,4,2,3,1,4,3,4
R_2ZESDBSHQ4I8cs5,1,5,5,2,3,2,5,5,3,3,4,3,5,3,2,4,4,2,5,4,4,2,5,1,5,5,5,4,1,4,5,5,1,4,2,4,4,2,4,5,2,5,4,2,5,3,4,4,1,4,4,5,4,4,4,2,4,4,4,2
R_29dc7jr6q0YgodL,1,4,1,3,3,4,2,2,3,5,4,3,3,4,4,5,2,5,4,4,4,1,4,2,2,3,4,2,2,2,5,4,4,5,4,4,2,4,4,4,3,5,4,4,2,1,2,1,1,5,1,5,2,2,2,4,4,4,2,4
R_3DjsV3MvPrHV8ap,4,4,2,1,2,3,4,4,5,3,1,4,4,4,2,4,2,1,1,3,3,1,5,2,1,5,5,4,4,4,4,2,2,2,4,5,4,2,5,4,4,4,3,4,3,4,3,2,2,2,4,3,3,3,1,3,2,4,5,1
R_1rlxGBoTnfAtOAR,2,5,5,4,4,3,5,5,2,5,4,3,4,2,5,4,5,1,4,5,3,2,5,4,1,1,5,4,4,2,4,5,1,2,3,2,1,5,3,5,4,3,5,4,1,4,4,4,5,3,1,5,2,3,1,4,4,2,2,2
R_3fxUMNarLbspdqS,2,3,3,2,4,2,4,5,2,4,5,4,2,3,1,5,1,4,4,3,1,1,5,1,2,2,4,4,2,4,5,2,2,4,5,3,4,2,4,5,1,4,3,4,1,2,2,4,2,2,5,4,1,5,2,1,3,2,5,1
R_1q3wQeENLnr8Q66,4,5,4,1,3,3,4,4,1,4,4,4,3,4,2,2,2,2,5,3,4,3,4,1,4,1,5,4,2,2,4,4,2,5,4,2,4,2,5,2,2,5,3,2,2,3,5,4,1,1,2,4,2,5,2,3,4,4,4,2
R_1FnZpoKVcF4Uwob,4,5,1,5,2,4,5,3,4,5,2,1,5,1,5,5,1,5,1,4,3,3,1,5,1,2,5,1,5,2,4,5,5,1,5,3,1,5,1,5,4,3,5,5,1,2,2,1,1,2,3,5,5,1,2,5,4,1,1,4
R_3O2lrD2ovyqUsNG,5,5,2,2,1,4,5,1,5,5,1,3,5,4,4,1,1,5,4,4,3,3,2,2,1,1,3,3,2,2,3,5,5,5,5,3,4,5,4,1,5,4,5,1,1,5,1,1,1,1,2,5,5,2,2,5,4,5,5,5
R_OrPk4lwgQJg8lBn,3,4,2,4,2,2,4,3,4,4,2,2,4,2,2,3,1,2,2,4,2,2,3,4,2,2,5,4,4,2,4,4,4,3,3,2,2,3,2,5,4,2,4,2,2,4,3,2,2,2,4,4,3,2,2,4,4,4,2,4
R_271n85WxwIBXhFm,5,5,1,4,2,4,5,1,3,5,1,1,4,4,5,2,4,3,4,5,2,4,4,5,1,1,4,4,5,1,4,4,5,1,5,2,3,5,2,5,4,2,5,5,1,5,4,1,4,2,3,5,5,1,2,3,2,2,1,5
R_2ANeWcSg3iAvHso,1,3,1,3,3,2,4,1,5,5,4,4,4,3,4,4,2,5,4,4,1,2,2,5,1,4,4,2,4,2,5,4,5,4,4,5,4,5,4,5,2,4,4,5,2,1,5,1,2,2,4,4,2,4,2,2,2,2,2,2
R_2eRUAUwuvF59c8p,4,5,1,5,4,5,5,1,5,4,2,4,5,2,4,2,1,5,4,2,4,1,1,5,1,1,5,2,5,1,4,5,5,4,3,2,4,5,1,4,4,2,5,5,2,4,2,1,3,4,2,5,5,1,2,4,4,4,2,2
R_3LjNLTRlpRVTy85,4,2,4,2,2,4,5,3,5,5,4,1,4,2,4,5,4,2,5,5,3,1,2,4,1,4,5,4,5,2,4,4,2,4,5,4,1,4,4,5,1,4,4,5,1,1,4,2,1,2,5,5,2,4,1,3,5,1,2,4
R_1giL51fmxvHYzXc,4,4,5,4,2,4,5,5,2,5,4,4,5,2,4,2,4,1,4,2,3,5,5,1,1,1,5,5,2,1,2,4,1,5,4,2,5,4,5,4,2,4,5,5,5,5,4,5,1,4,4,5,2,5,3,2,2,5,4,4
R_22lRJFp6Jw8yzZx,2,5,4,4,2,2,5,3,3,5,4,2,3,5,3,5,1,3,5,5,4,2,5,5,1,4,2,3,2,2,5,4,2,2,5,5,2,4,2,5,1,4,4,3,2,4,4,4,4,3,5,5,4,4,1,5,4,4,3,3
R_3G85SehqUtyYbL5,5,5,4,4,1,4,5,4,4,5,2,4,4,2,3,1,1,4,4,5,4,2,4,2,1,3,4,5,3,1,2,4,4,4,5,2,2,4,4,5,4,2,4,4,1,4,2,2,1,1,2,5,4,2,1,4,4,5,2,4
R_3ER3DDJ3LkQF3mj,1,4,5,4,4,2,4,4,2,4,4,2,4,4,3,4,2,4,4,5,2,1,4,2,2,4,4,4,2,4,5,4,2,4,5,4,4,2,4,3,1,5,3,2,4,3,4,5,2,2,5,4,1,4,2,2,4,4,4,2
R_25GXd5aMmx3dNbp,1,3,4,2,4,3,4,4,2,2,3,4,3,2,2,4,2,2,4,4,1,2,5,1,4,5,4,4,2,4,4,2,3,4,4,3,4,3,5,2,1,4,2,3,4,2,3,4,2,2,5,3,2,5,2,1,4,4,3,2
R_sY8VhguMCanczDP,2,5,5,1,1,1,5,5,1,5,2,2,5,4,3,5,5,2,5,5,1,1,5,1,1,4,2,4,1,1,5,5,1,5,5,3,1,2,4,5,1,4,4,4,1,1,1,4,1,1,5,5,4,4,1,2,4,4,5,4
R_1JIycTqfWoy46Cp,3,4,2,4,2,3,4,3,4,4,3,4,5,2,4,3,4,4,3,5,3,3,3,4,2,2,5,3,4,3,3,4,5,2,5,3,2,4,2,5,3,2,4,4,3,4,1,1,4,2,3,4,4,2,4,3,4,1,2,4
R_27Dr1NnFtwmXjoh,3,4,4,2,4,2,4,5,2,4,4,4,3,4,2,2,1,3,4,4,2,4,5,3,4,2,4,2,2,5,3,4,2,5,4,3,3,1,2,4,3,3,3,5,2,3,2,3,2,4,3,4,1,2,4,1,3,4,1,2
R_Abw5cWfCTfnkevn,4,4,4,3,1,5,4,4,4,4,2,4,3,4,4,2,2,4,4,4,4,4,2,3,2,2,4,4,2,1,2,4,2,2,4,2,4,4,4,4,4,2,4,4,2,4,2,4,2,2,2,4,4,4,2,4,4,4,2,4
R_3Hzv8zi2KRt6gc7,3,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,2,4,4,5,3,2,4,3,2,5,3,3,4,4,4,4,3,3,5,4,2,3,3,5,3,4,3,4,2,3,4,2,2,3,3,4,4,4,2,4,5,3,2,4
R_RaaVjetMejJFgvn,4,4,4,2,2,2,4,4,4,4,2,3,4,3,4,3,2,2,4,4,2,2,5,2,2,2,4,4,2,1,5,4,2,4,4,2,5,4,5,4,5,2,3,3,1,4,2,4,1,2,4,4,4,4,1,4,5,4,4,4
R_2AQe09egRzzd98R,5,3,2,3,2,5,4,3,5,5,1,4,4,3,1,2,5,3,3,3,3,2,4,4,1,2,3,3,4,2,3,3,3,3,3,4,4,3,1,2,5,4,5,2,2,5,4,2,4,3,5,4,4,1,2,5,3,4,3,2
R_3hlTTM9Q23102gb,4,5,5,1,1,1,5,4,4,5,2,2,4,5,3,4,1,4,4,5,5,4,5,2,1,1,4,4,2,1,4,5,2,5,5,2,2,2,4,4,3,4,4,2,1,1,1,4,1,2,2,5,3,5,2,3,2,5,5,4
R_3NX8EcflM3Y0X8s,1,2,4,4,5,1,4,5,5,4,2,4,3,1,3,5,4,1,3,2,1,1,5,4,1,5,4,4,5,3,5,4,2,2,2,3,4,3,1,3,2,2,4,5,1,1,5,2,3,1,5,4,5,1,4,3,5,5,2,4
R_smOTLaY29JQ7PkR,2,5,1,2,1,1,5,1,4,5,2,1,5,4,5,5,1,2,4,5,2,1,4,4,2,5,5,1,4,1,5,5,4,4,5,2,1,4,4,5,2,1,5,2,1,2,1,4,1,1,4,5,5,5,5,5,5,1,4,5
R_3MScs0ZGnHSVq9p,4,4,2,5,1,5,5,2,5,4,2,4,5,4,4,2,4,5,3,1,5,2,1,4,5,1,3,4,4,3,2,4,2,3,1,2,3,5,2,4,4,4,5,4,2,4,2,4,5,3,1,5,5,2,3,5,4,2,2,4
R_12D8AOZNwTh3TwN,5,4,2,1,4,5,4,4,2,4,1,4,5,2,4,2,5,4,2,4,5,2,4,2,2,2,5,4,5,1,1,4,4,4,4,2,1,2,1,5,4,4,5,5,2,5,1,1,3,4,2,5,2,1,3,4,1,4,2,5
R_2c0L5dRzqZBXMZ7,5,5,1,5,1,3,5,2,5,4,1,2,5,2,5,2,1,5,3,5,5,2,4,4,1,4,5,2,5,5,2,5,5,3,5,1,2,5,1,5,5,5,5,4,1,4,1,1,2,1,1,5,4,2,1,5,5,3,1,5
R_1QtuBLG5LYGEqSQ,4,5,1,2,2,2,4,2,4,5,1,2,5,4,2,4,5,4,4,5,4,2,5,4,2,1,5,4,2,2,5,4,2,2,5,4,4,2,1,4,5,4,5,2,1,4,1,1,2,2,2,4,4,1,2,4,4,4,5,4
R_1dMQtsTQHiNa9g0,4,5,4,1,5,1,5,5,3,5,2,4,3,5,4,4,1,5,5,5,2,1,5,3,3,3,4,4,3,1,5,5,2,5,5,2,2,3,4,4,3,3,4,4,1,4,1,2,1,2,4,5,2,4,2,4,2,3,4,2
R_2VaQAGCXHVaxtYJ,4,5,1,2,4,5,5,1,5,5,1,1,5,4,4,2,1,5,4,1,4,1,2,5,2,4,5,2,4,4,1,5,5,5,4,3,1,5,4,5,4,2,5,2,2,5,1,1,2,2,2,5,5,3,3,5,4,1,5,4
R_yEn9qDpjV1oB7H3,2,4,1,1,1,5,4,5,2,4,2,4,4,4,4,4,4,5,4,4,4,2,5,3,2,4,4,3,2,3,5,4,3,5,4,5,5,5,5,4,3,5,4,3,1,4,2,1,1,4,4,4,5,4,3,3,3,4,4,2
R_32Kr404aX9H0ShD,4,5,2,5,1,4,5,1,2,5,2,3,5,5,4,1,1,5,4,5,4,2,4,4,2,2,2,2,2,1,4,5,4,4,4,4,1,5,3,4,4,2,5,3,1,5,1,1,2,5,4,5,5,4,1,5,5,3,2,1
