"","ResponseId","age","gender","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q4_21","Q4_22","Q4_23","Q4_24","Q4_25","Q4_26","Q4_27","Q4_28","Q4_29","Q4_30","Q4_31","Q4_32","Q4_33","Q4_34","Q4_35","Q4_36","Q4_37","Q4_38","Q4_39","Q4_40","Q4_41","Q4_42","Q4_43","Q4_44","Q4_45","Q4_46","Q4_47","Q4_48","Q4_49","Q4_50","Q4_51","Q4_52","Q4_53","Q4_54","Q4_55","Q4_56","Q4_57","Q4_58","Q4_59","Q4_60"
"3391","R_sYWpNaXgXgysvx7",33,"man",2,4,2,2,4,3,4,4,4,2,2,2,4,4,4,4,5,4,4,2,2,2,4,4,4,5,5,2,2,4,4,4,2,5,4,3,2,4,4,2,2,4,3,2,2,3,2,2,2,4,4,4,4,5,4,2,4,4,4,4
"3392","R_2e386UIURzZPGoM",32,"man",3,5,5,1,4,4,5,3,4,5,2,1,4,4,4,1,5,4,3,4,2,1,4,2,2,3,5,4,2,3,3,1,4,5,5,2,4,4,5,3,2,2,4,4,1,5,1,2,1,2,3,4,3,5,2,4,5,4,4,4
"3393","R_3nUUvZl4rSQeSzy",19,"woman",4,3,2,3,3,2,3,2,4,2,1,5,2,2,2,1,2,3,2,5,3,3,4,4,4,1,2,4,4,3,3,4,4,2,2,4,4,3,2,2,4,5,4,3,1,4,2,1,3,2,4,4,3,2,3,2,4,4,2,2
"3394","R_3L228Owc4QHQaP8",33,"man",1,4,3,1,1,2,4,4,4,5,2,1,4,4,5,5,2,4,4,5,2,1,1,4,2,4,4,3,2,2,5,2,4,5,4,3,4,4,2,4,3,2,4,3,1,1,2,3,1,3,5,4,4,2,1,3,3,4,4,3
"3395","R_2alZyDLBrkw5RBY",18,"woman",5,5,1,4,4,3,5,4,4,5,1,2,3,4,4,4,1,4,4,5,4,1,4,2,1,4,5,2,2,4,4,4,4,4,5,4,2,4,2,3,2,2,3,2,3,4,1,1,1,1,2,5,5,2,2,5,4,4,4,4
"3396","R_Uarr9DeYXzW8SNb",19,"woman",4,4,5,2,1,2,5,5,5,4,2,1,4,4,4,4,4,4,1,4,3,1,5,4,4,4,5,5,4,2,4,5,2,5,2,3,2,1,4,3,1,2,5,4,1,2,2,3,2,4,4,5,2,3,3,4,5,4,4,3
"3397","R_WlfmUAgQSEzOw3D",20,"woman",1,4,5,1,4,1,5,5,1,5,1,2,5,4,4,5,4,4,5,5,1,1,5,4,1,5,4,5,4,4,5,4,1,5,5,4,4,1,4,5,1,5,5,4,1,1,5,4,2,1,5,5,4,5,1,5,1,4,1,2
"3398","R_1kXhsVqgAQQORdX",32,"man",4,5,4,3,2,4,5,4,4,5,4,4,4,5,3,4,1,4,4,4,5,3,5,2,1,5,4,2,2,1,4,5,1,5,4,2,1,5,4,5,2,4,5,4,2,2,1,5,1,5,1,5,5,4,3,4,2,2,5,4
"3399","R_2Pv87KaACMeWujS",44,"man",2,5,4,2,5,2,5,5,4,5,2,1,5,2,4,4,1,2,5,4,1,2,5,1,4,5,5,4,1,5,5,4,1,5,5,2,4,4,4,4,1,5,5,4,1,2,4,4,1,4,2,5,4,4,2,4,5,4,4,4
"3400","R_28zDJQBOFkGkxSl",27,"man",1,4,4,3,1,1,4,4,2,5,2,3,4,3,4,5,1,3,4,4,2,1,5,4,2,2,4,4,2,4,5,2,2,4,4,4,3,2,3,4,3,2,4,3,2,1,4,2,2,2,4,4,4,2,2,3,4,3,4,3
"3401","R_2zoM6tuYW7bo3QN",17,"man",4,4,1,4,4,4,4,1,4,4,1,4,4,4,5,3,4,4,2,5,5,3,2,4,3,2,4,2,4,4,2,4,4,3,5,2,4,5,2,4,4,4,4,4,1,5,2,3,2,2,1,4,4,2,4,4,4,4,2,5
"3402","R_Qp62kETDD5yuyOd",21,"woman",1,2,4,4,1,1,5,5,5,5,1,1,4,1,4,5,2,4,4,5,1,1,5,4,1,1,5,2,4,2,5,4,2,4,5,4,2,2,2,4,2,1,4,4,1,2,4,1,4,3,5,4,5,1,1,2,4,4,2,3
"3403","R_1oHHqj9eBITFAKA",19,"woman",5,2,2,4,1,4,4,2,5,5,3,4,4,3,4,2,4,5,2,5,5,2,4,2,1,1,2,4,4,2,4,4,2,3,5,2,4,2,2,5,3,5,5,3,2,5,4,4,4,1,1,5,5,2,1,4,4,4,2,4
"3404","R_12oiAl0aQPSU264",17,"man",5,5,2,2,2,4,5,4,5,5,1,4,5,3,4,2,2,5,4,4,4,1,4,5,1,3,4,4,4,2,4,5,5,5,4,4,3,2,2,5,2,5,5,4,2,5,1,1,1,5,1,5,5,2,2,5,5,2,4,2
"3405","R_31GwKl9wnQRl8XY",18,"man",4,4,4,2,4,2,5,4,2,4,2,2,5,2,4,4,5,4,4,4,2,2,4,4,2,2,4,2,1,4,4,4,2,4,5,2,2,4,2,4,4,2,4,2,2,4,1,1,4,2,4,5,2,2,3,4,5,3,4,4
"3406","R_cwKnWqav8SmwDbr",35,"man",3,4,4,3,2,5,4,2,4,4,2,3,4,2,4,2,2,2,4,4,5,2,3,4,2,3,4,2,4,2,2,4,3,4,3,3,2,4,3,4,2,2,4,4,2,4,1,2,2,2,2,4,4,3,3,3,3,2,2,4
"3407","R_1MMn6pKcRK3kpkW",19,"man",4,2,3,2,1,4,4,2,2,5,2,5,4,5,4,1,2,4,4,4,5,4,2,4,1,2,1,4,2,1,2,2,3,4,4,4,4,4,4,5,4,5,4,2,1,4,4,3,1,3,2,4,4,4,1,4,2,2,5,5
"3408","R_eaCcKyfjntBTto5",24,"man",4,5,1,4,4,5,5,1,4,4,2,1,5,4,3,2,5,4,5,3,4,2,2,4,1,1,2,1,2,4,2,2,5,4,3,2,1,5,4,4,4,4,5,4,2,5,1,1,1,3,4,5,5,2,4,5,4,1,4,4
"3409","R_UW88TrTtdv2jUKl",19,"man",1,5,4,2,1,1,5,2,2,4,2,2,5,2,3,5,5,4,4,2,2,2,1,4,2,2,4,2,3,1,5,4,4,4,3,4,2,4,2,5,3,4,5,2,2,2,1,2,2,4,5,5,5,4,4,4,4,2,2,2
"3410","R_3ndCLkx24wSxQ3n",16,"man",4,4,2,4,3,3,4,2,4,4,2,4,5,4,4,2,4,4,4,3,5,4,5,4,3,2,2,4,4,3,3,3,2,3,4,2,4,4,3,3,5,5,4,3,2,5,4,1,4,3,3,3,2,3,4,4,4,4,3,4
"3411","R_2A10NwDucdAyY7y",48,"woman",1,4,1,2,1,1,5,2,5,5,5,4,5,4,5,4,2,3,2,4,3,1,4,4,1,1,3,1,5,2,2,5,4,4,2,5,1,5,4,5,2,4,5,5,4,1,4,1,4,4,4,5,4,4,1,1,2,1,1,5
"3412","R_1EgTgB3nXs2rnM6",18,"man",5,5,5,1,4,5,5,1,4,5,1,1,1,5,5,4,2,2,5,5,5,1,5,5,1,5,5,5,4,2,2,4,1,5,4,2,1,4,5,5,4,2,1,1,1,4,4,1,1,1,1,5,2,5,1,5,5,5,5,5
"3413","R_bK34T99j1S4zyjT",22,"woman",4,1,2,4,5,4,3,2,4,5,4,4,5,1,2,4,4,5,5,5,5,1,1,5,1,1,2,4,4,4,4,4,5,2,5,2,4,5,2,5,4,4,5,5,2,2,5,1,4,2,2,3,5,4,2,4,2,4,1,4
"3414","R_2YKyvoQ4wb49lF7",19,"woman",2,4,4,3,4,4,3,4,2,4,4,2,3,3,4,3,2,2,4,2,4,3,4,4,3,3,3,2,4,5,4,3,4,4,4,3,2,3,3,3,3,2,2,4,2,4,5,2,2,2,4,3,3,4,3,4,3,3,4,3
"3415","R_3rYrWIF0MVYLF4B",18,"man",4,2,2,2,4,5,4,4,2,5,2,3,4,4,4,2,4,5,4,4,5,2,2,4,2,1,2,4,4,2,2,4,4,5,2,2,4,4,4,5,2,5,5,4,2,4,4,2,2,4,2,3,4,2,4,4,2,2,2,4
"3416","R_1H04qwI6JvE0pf3",16,"man",1,5,3,1,1,1,5,2,3,5,4,4,4,5,4,5,1,4,5,4,1,2,4,2,2,2,4,4,2,1,5,4,1,5,5,4,4,4,4,5,1,5,4,5,1,2,1,2,1,2,5,5,4,4,4,4,1,2,4,4
"3417","R_1DBwcztE4zMw3tT",18,"man",1,4,1,2,5,2,5,4,1,5,3,2,3,5,4,5,4,5,4,2,1,1,4,1,1,4,4,5,1,5,5,4,4,5,3,5,1,2,5,5,1,3,2,2,2,2,2,2,1,3,3,5,4,5,1,1,5,4,5,5
"3418","R_1LXYk4PFta6TzK9",16,"woman",5,5,4,4,5,2,4,3,5,4,4,4,4,3,5,3,5,5,3,5,4,5,5,5,2,1,3,5,4,4,4,5,5,4,5,4,4,2,3,1,5,1,4,4,1,4,3,5,4,4,4,5,5,1,5,5,5,5,4,5
"3419","R_30k6u5yGh25WEa2",28,"woman",4,4,3,3,2,4,5,4,4,5,2,4,5,2,4,2,1,4,3,5,3,3,4,4,1,4,4,3,4,4,2,4,2,4,5,2,1,4,4,4,3,2,4,4,1,5,1,4,2,1,2,5,4,4,1,4,4,4,3,4
"3420","R_1ghlfeS7n8PcFMh",24,"man",1,4,5,5,3,1,5,4,4,5,2,3,4,2,5,4,1,3,4,5,3,1,5,4,1,4,2,4,4,1,5,4,3,3,5,2,1,3,5,3,4,4,5,5,1,5,2,3,2,1,4,5,3,5,1,4,4,5,2,3
"3421","R_2woAmcZLNXO2MAX",22,"man",4,5,1,1,1,1,5,2,4,5,2,2,3,4,5,5,1,4,4,5,1,2,1,2,1,4,4,1,2,1,5,3,4,5,5,3,2,4,4,5,3,2,5,4,1,2,1,1,1,1,4,5,5,4,1,5,3,1,4,5
"3422","R_ZlQUa67WaVfEpFv",20,"man",5,4,1,5,1,4,5,1,5,5,1,1,5,1,5,4,1,5,4,4,5,1,4,5,1,1,5,1,5,1,4,5,5,1,4,1,1,4,1,2,5,2,5,5,1,5,1,1,5,4,1,5,4,1,4,5,5,1,1,5
"3423","R_2taQqiHwkjBmlZr",18,"man",5,5,4,3,3,3,5,4,2,4,4,2,5,3,5,4,2,5,4,2,2,2,4,3,3,3,5,2,1,2,5,5,1,5,4,4,2,4,4,4,2,4,4,2,4,2,1,4,1,4,3,5,5,4,3,3,5,4,4,4
"3424","R_2THTIAYK9ST4hQb",32,"man",2,4,4,2,4,3,4,4,3,4,3,3,3,3,3,4,3,3,3,2,2,2,3,2,1,3,4,2,3,4,5,3,2,3,2,3,2,4,4,3,3,3,4,2,3,3,3,2,3,3,5,5,2,3,3,3,4,2,4,3
"3425","R_24I8MPKLzVbpBBS",50,"man",2,5,4,2,2,5,5,4,4,5,2,2,5,2,4,4,1,4,5,5,5,1,4,4,2,4,2,2,2,2,5,5,1,5,4,2,2,5,2,5,2,5,5,4,1,3,2,5,1,4,2,5,5,2,4,3,2,4,2,5
"3426","R_2PpwMlfRd2fTyW0",19,"man",4,5,5,1,1,4,5,5,1,5,4,5,4,5,4,4,1,2,4,5,4,5,5,4,1,2,4,4,2,2,4,4,1,5,5,1,2,2,5,5,2,5,4,2,1,1,1,4,2,1,1,5,2,5,4,4,2,4,4,4
"3427","R_1HjbK9MAOUgukSe",24,"man",2,4,4,2,2,4,5,5,2,2,4,4,2,5,2,4,1,5,5,4,5,4,4,2,2,1,2,4,1,2,5,2,1,5,5,4,4,2,5,5,2,4,4,1,2,4,2,2,2,1,4,5,2,4,2,4,2,1,5,2
"3428","R_3dQfCRu6mxU4nB8",17,"man",4,4,1,3,2,4,5,1,4,4,1,4,4,4,4,4,4,5,4,4,5,1,2,3,1,1,3,3,3,2,2,5,5,3,4,2,1,5,2,5,4,3,5,4,2,4,2,1,4,2,2,5,5,1,2,4,4,2,2,4
"3429","R_22qLB2Lt1SpQxmF",24,"man",1,4,5,5,1,2,5,4,4,5,1,2,3,3,5,4,5,3,3,5,2,1,5,4,1,4,2,4,3,1,5,4,4,3,5,2,1,3,4,4,4,4,3,4,1,5,1,3,2,1,4,5,3,5,1,4,3,4,3,4
"3430","R_88kiMmPl2KLTBTz",21,"woman",3,4,4,4,2,4,5,3,3,5,5,5,2,5,4,3,2,2,5,5,4,4,4,2,1,2,3,4,2,2,4,4,3,2,5,2,4,4,5,5,3,5,4,2,2,3,5,1,2,1,3,5,3,5,1,2,1,4,4,3
"3431","R_3I3qUSOAoIq9k4I",52,"man",4,5,3,4,1,4,5,1,4,4,2,2,4,2,5,4,1,3,4,5,4,2,1,5,1,2,4,2,4,1,4,5,2,2,5,2,1,4,2,4,4,4,4,2,1,5,2,1,2,2,2,5,5,1,2,4,3,1,1,4
"3432","R_3rS56L6g0fupnuW",45,"man",5,5,4,2,1,4,5,4,4,5,1,4,4,4,3,2,1,4,4,5,4,1,2,4,2,4,4,4,2,1,4,4,4,5,5,2,2,5,4,3,2,4,5,3,1,5,1,2,2,2,3,5,5,4,3,4,4,2,5,1
"3433","R_1eK9guPnGcn5qaI",18,"man",4,4,4,5,4,2,5,5,5,5,1,5,4,2,5,4,5,4,4,5,5,4,5,5,1,3,5,2,4,1,5,5,1,4,5,1,4,5,2,5,4,5,4,5,1,4,5,1,3,1,2,5,4,4,2,2,4,5,1,5
"3434","R_AF03kZ5TlygJMYx",27,"non-binary",2,5,2,5,5,2,5,2,4,5,1,2,4,4,4,1,1,4,2,5,2,1,2,5,1,4,5,4,1,1,5,4,5,2,5,2,1,4,2,3,4,1,5,1,2,5,1,1,2,1,4,5,4,2,2,4,5,1,4,4
"3435","R_3MGOMXuQTVs5nei",19,"woman",4,4,2,2,2,5,5,4,3,3,2,2,4,4,4,1,4,3,4,5,3,2,3,4,1,4,3,2,4,3,2,4,4,4,5,2,4,4,5,4,3,4,4,3,1,4,4,4,1,2,2,3,4,5,2,2,2,4,2,3
"3436","R_Rgdb9Nwu5lwBo2J",20,"man",4,4,4,1,2,4,5,4,2,5,1,4,4,5,4,2,4,4,4,5,4,4,5,1,1,2,2,5,1,2,4,4,4,4,5,4,4,2,4,5,4,4,2,1,2,5,4,3,1,1,2,4,1,5,1,5,2,4,5,4
"3437","R_3iOwuGChzH9Ie6s",17,"man",5,4,5,1,1,4,4,4,1,5,1,3,2,4,3,1,1,4,4,5,5,4,4,4,2,2,4,4,2,4,1,4,3,3,4,2,4,1,4,5,5,4,4,2,1,5,1,5,3,3,1,5,1,3,1,5,1,5,5,3
"3438","R_2ZCzrWYeWDIzkK4",48,"man",3,4,2,2,2,4,5,2,3,4,3,3,4,4,4,4,1,5,2,5,3,3,2,4,3,3,4,1,2,2,4,4,4,4,4,3,3,4,4,5,3,3,5,2,1,4,1,2,4,1,4,5,4,4,3,3,3,3,3,3
"3439","R_1mKk3vn0u2KdaEU",26,"man",2,4,2,5,2,4,4,4,4,5,1,2,4,4,4,3,2,4,3,5,4,2,5,4,2,2,5,2,5,3,5,4,4,1,5,3,4,2,3,3,4,4,4,5,1,2,5,2,4,1,2,4,4,3,3,5,5,2,1,3
"3440","R_2TsHA83fx9kIE8Q",22,"man",1,5,2,2,1,4,5,4,4,5,1,4,5,4,4,5,1,4,4,5,2,2,4,5,1,3,4,1,2,1,5,5,5,4,5,2,4,4,2,5,4,4,5,2,1,4,1,1,1,4,4,5,4,2,1,2,2,1,4,4
"3441","R_DpdrIyTpMdrITeh",18,"man",2,4,2,2,5,3,5,2,3,5,1,4,3,4,5,5,1,5,5,5,3,3,5,4,2,4,2,3,2,1,5,4,4,5,5,3,4,5,3,5,2,5,3,3,1,2,3,4,1,3,4,5,5,4,1,4,1,4,4,5
"3442","R_1kObE5NxZiCzEus",18,"woman",3,3,2,3,5,2,4,3,2,4,2,2,4,2,4,2,2,3,2,4,3,2,3,4,3,2,4,4,3,2,4,4,3,3,5,3,4,3,2,3,3,3,3,4,2,4,2,3,3,4,3,4,3,2,2,3,3,4,2,4
"3443","R_3F3fPOMoEQOLDff",20,"non-binary",4,4,4,1,2,4,5,4,2,5,1,4,3,5,4,4,4,5,4,5,4,4,5,1,1,2,4,5,1,2,4,4,4,5,5,2,2,2,5,4,4,3,3,1,2,5,4,2,1,1,2,4,1,5,1,5,3,4,5,5
"3444","R_3pr1YGz7NPLUhUh",19,"woman",4,4,2,2,2,5,3,2,2,5,2,5,4,5,4,2,5,4,5,5,5,2,2,1,1,2,4,5,2,1,2,4,4,5,5,2,4,5,4,5,5,5,4,2,2,4,2,1,1,1,1,4,4,4,1,4,2,5,4,4
"3445","R_NUzSRT3jHWIcJ5T",25,"woman",2,4,4,4,2,2,5,4,5,5,3,4,4,4,4,4,1,4,3,5,2,2,4,4,1,4,4,3,4,3,4,4,3,2,5,2,4,4,4,5,3,5,4,4,2,2,2,2,4,2,5,4,2,4,1,3,2,4,2,3
"3446","R_1gIrLOAMi4ZMpoi",18,"man",4,5,2,2,5,5,4,4,3,4,4,5,4,5,4,3,5,4,2,1,5,5,4,5,2,3,1,4,1,3,4,4,1,4,1,4,5,5,3,4,3,4,5,1,3,4,5,4,3,4,1,3,4,3,4,4,1,5,5,2
"3447","R_33CtOEBCfxp8OBy",34,"man",4,5,4,2,4,4,5,1,4,5,2,1,5,2,3,4,5,4,4,4,1,1,4,1,4,1,5,4,4,4,4,4,4,5,5,4,1,4,3,4,4,2,5,5,1,4,1,1,1,4,4,5,5,4,3,4,5,2,4,3
"3448","R_1q3uiRaS9OM7kvC",24,"woman",2,2,2,5,4,2,5,2,4,5,4,2,4,2,2,5,4,4,4,4,2,1,4,5,2,4,5,2,5,5,4,3,4,1,4,3,2,4,1,5,3,3,5,5,4,2,4,2,5,2,4,5,4,1,2,2,3,1,1,2
"3449","R_3fiWYJLRWNUWbvT",16,"man",2,5,4,2,1,4,5,4,4,5,1,2,4,2,5,3,1,2,4,4,2,2,4,5,1,4,3,2,2,1,5,5,3,4,5,3,4,3,1,5,4,5,4,4,1,4,1,4,1,3,5,5,3,1,1,5,4,5,4,5
"3450","R_3gSFwKlA2mFB63w",27,"man",2,4,3,3,2,2,5,4,4,4,2,2,4,2,3,5,2,4,4,4,2,1,3,4,3,4,3,4,5,1,4,3,4,3,5,2,3,3,2,4,1,2,4,4,1,2,3,1,3,1,4,5,4,2,3,1,4,3,1,3
"3451","R_4GFGnwHuqxK8MQF",42,"man",2,4,5,3,1,2,4,2,2,4,2,3,2,4,4,2,1,3,4,4,2,1,4,3,2,3,4,4,2,1,2,4,2,4,4,4,1,3,4,4,2,4,3,4,2,2,1,4,2,4,2,4,3,4,3,4,4,4,4,4
"3452","R_DnNJ3yy1oSgoKbv",26,"man",2,5,4,5,3,4,5,5,3,5,4,2,4,1,5,4,1,2,3,4,3,4,5,4,1,4,4,3,5,1,5,4,1,2,5,3,2,3,3,4,1,2,4,4,1,3,3,4,4,3,3,4,3,4,2,2,5,4,1,5
"3453","R_1P7OE1WqinXKktC",58,"woman",3,5,2,2,2,3,5,4,2,5,2,3,4,5,4,4,1,4,4,5,2,4,4,2,1,4,2,4,2,2,4,4,4,5,5,3,2,4,4,5,2,4,4,2,4,3,2,3,2,3,4,5,5,2,2,3,2,4,4,4
"3454","R_R1UiPrak2fnNsqZ",19,"man",3,4,5,2,2,2,5,3,2,4,1,3,4,2,3,5,1,3,3,5,1,1,3,2,3,3,5,4,3,3,4,4,2,4,4,3,2,4,3,3,3,3,4,4,3,3,1,3,2,1,5,5,4,4,3,3,5,4,3,3
"3455","R_2Cxj3CC8qPr006x",18,"man",5,4,4,3,1,4,5,4,2,5,2,2,4,4,4,2,1,3,4,5,3,2,5,3,2,3,4,4,2,1,2,5,2,4,5,3,2,2,4,4,5,4,4,2,1,5,1,4,2,2,3,5,2,3,1,5,4,4,4,4
"3456","R_qQqw0ncGPPKjfYl",26,"man",4,4,4,2,2,5,5,4,2,5,2,4,4,5,4,1,5,2,5,5,4,4,5,2,1,4,5,2,2,4,4,4,2,5,5,2,4,2,4,5,2,5,4,4,2,5,2,2,1,1,4,5,2,4,5,5,4,1,4,4
"3457","R_1OJ56uOFMzPNGm4",19,"man",2,4,4,2,5,3,4,4,4,3,2,3,2,4,4,4,1,1,4,5,2,2,5,2,2,4,4,4,3,1,5,3,4,4,5,3,3,2,4,5,3,3,4,3,1,1,2,3,1,1,3,4,2,3,1,3,3,4,4,4
"3458","R_31vjuFVwqQzCnQC",22,"man",4,4,1,2,3,4,4,4,5,5,1,2,4,1,2,4,5,3,2,4,2,2,4,4,2,1,4,4,4,5,4,4,3,2,4,2,2,4,1,4,5,1,5,4,5,4,2,2,2,2,3,4,4,1,4,5,5,4,1,2
"3459","R_3szukv89O4cBaQp",16,"non-binary",3,4,5,2,5,3,4,5,4,5,4,1,3,4,4,4,3,5,5,5,2,2,5,4,2,4,4,4,2,5,4,4,3,5,3,4,4,3,4,4,4,4,3,5,1,5,5,3,1,4,2,3,4,4,4,4,2,5,4,4
"3460","R_bE2Y5XmAQmYlfZD",45,"man",4,5,1,4,2,4,5,1,5,5,4,1,5,1,5,4,2,5,4,4,1,1,1,5,4,1,5,1,4,1,4,5,5,4,4,3,1,5,1,3,4,4,5,4,1,2,1,1,2,1,1,5,5,1,2,5,5,1,2,5
"3461","R_264rNvXAFrSCBRk",26,"woman",2,4,2,3,2,2,5,4,3,4,3,2,4,3,3,4,2,4,3,3,2,2,4,4,1,2,4,2,4,3,4,4,4,4,3,3,1,4,2,4,3,2,4,4,2,2,2,2,1,2,4,5,4,2,1,3,4,2,2,3
"3462","R_27BtrmQm5lJlykQ",20,"woman",4,4,5,1,1,5,4,5,3,5,3,5,3,5,3,1,4,4,5,5,4,5,5,2,3,1,4,5,2,1,3,2,4,5,5,4,5,1,5,5,5,5,3,1,5,5,2,5,3,1,2,4,2,5,1,4,2,5,5,4
"3463","R_2YK9nlETdOFBa0r",19,"man",3,3,4,3,4,3,4,3,4,4,2,2,4,2,3,4,3,4,4,5,3,2,4,2,3,3,2,4,4,2,4,2,2,5,3,4,3,4,3,3,3,5,4,4,2,3,3,4,1,4,2,4,2,3,4,3,3,4,2,3
"3464","R_3eaaPLz42BG2bF4",22,"man",2,4,2,3,4,3,5,3,3,4,3,3,4,3,4,5,1,3,3,5,1,1,3,3,1,3,4,3,2,2,4,3,3,1,4,4,2,4,3,5,2,4,4,3,1,2,3,1,1,3,3,4,4,5,1,3,3,2,4,3
"3465","R_2fxJuuPtl6SxglG",25,"woman",2,5,4,4,4,1,5,4,2,5,4,1,4,1,4,4,1,3,4,2,1,2,4,2,1,2,5,2,5,4,4,4,2,4,2,4,2,2,2,4,1,4,4,4,5,2,2,4,2,2,4,5,2,2,2,3,4,2,2,4
"3466","R_3G84jSW11DsLonx",18,"non-binary",3,5,1,1,2,1,5,4,1,5,1,1,5,5,4,5,1,5,4,5,1,1,5,1,1,4,5,1,2,5,5,4,4,5,5,3,2,1,5,4,1,3,5,1,1,2,2,1,1,1,5,5,5,4,1,5,5,5,4,4
"3467","R_2b3omyb5VHwOFmW",29,"woman",2,4,1,4,1,2,5,4,3,5,4,3,5,2,5,3,2,5,4,5,3,2,3,5,1,5,4,4,5,1,5,4,4,3,4,3,3,5,3,5,1,4,5,5,5,3,4,1,4,1,3,5,5,4,1,3,3,4,2,5
"3468","R_3Pi3at0igaj5HNj",64,"man",4,4,1,4,2,1,5,4,4,4,1,4,4,1,5,2,1,5,4,4,4,1,1,4,4,3,4,2,4,1,2,4,5,2,4,2,1,5,2,1,4,2,5,4,1,2,3,1,4,1,4,5,5,2,4,5,4,4,5,5
"3469","R_W7ZesPO0f4sVswp",35,"man",1,5,4,4,4,1,5,2,4,5,5,1,5,1,4,4,1,4,4,5,1,1,5,2,1,1,2,2,5,1,5,4,2,5,5,5,4,5,5,5,4,4,4,5,1,2,4,4,1,1,3,5,5,4,5,5,4,2,2,4
"3470","R_3iQ3CJEtj1vryLp",24,"non-binary",1,3,3,1,1,2,3,3,2,5,4,2,4,2,4,5,3,4,5,5,2,2,3,1,1,3,5,1,2,1,5,4,2,5,3,5,3,4,5,5,2,5,5,4,2,1,4,2,1,4,4,5,5,5,2,3,3,2,2,4
"3471","R_C4dNKoIWS7OydeV",21,"man",2,5,4,4,5,4,4,4,5,4,1,2,4,2,5,1,1,5,4,5,2,5,3,5,1,5,5,4,4,1,4,4,2,5,5,5,3,5,2,1,2,1,4,1,1,4,1,4,2,2,4,4,1,2,1,4,5,4,4,5
"3472","R_xhzxbruUfWB5ern",18,"man",4,4,2,2,2,3,5,4,3,4,1,2,4,3,3,3,1,4,4,4,3,2,5,2,2,3,4,4,3,3,2,4,5,4,4,4,2,1,3,4,4,3,4,3,1,4,2,1,2,1,4,4,1,3,2,4,3,4,4,3
"3473","R_1OQd00qmSxjAKNc",30,"man",4,4,5,1,1,3,4,3,4,5,5,4,2,4,5,2,1,3,4,5,2,4,5,3,1,4,5,4,1,1,4,4,2,4,4,2,4,2,5,4,2,2,3,2,1,5,2,2,1,2,4,4,1,5,1,3,4,4,4,4
"3474","R_2PCq6YDJ6u9Pnmq",16,"man",3,4,2,2,4,3,4,3,2,3,2,4,3,4,2,4,2,4,4,4,2,4,4,2,4,3,3,4,2,2,4,2,4,4,3,4,4,3,4,4,2,4,4,2,2,2,2,2,2,4,4,4,2,4,3,3,3,3,4,2
"3475","R_2CQacgmrdXH4GPV",28,"woman",4,4,4,4,2,4,5,4,4,5,2,2,4,4,4,3,2,2,2,2,4,2,4,4,2,4,4,4,4,3,4,4,3,1,3,3,2,3,2,4,3,4,4,5,3,3,3,3,4,4,3,5,5,2,3,3,4,4,2,4
"3476","R_1Nz9fpsEkA1Na6j",28,"prefer not to say",3,4,5,1,2,1,5,4,3,4,3,4,3,5,2,4,4,3,5,4,1,1,5,1,3,3,4,4,1,3,4,5,1,5,5,5,4,2,5,4,1,5,4,2,1,5,4,2,1,5,5,5,1,5,3,4,3,4,5,3
"3477","R_12l0lKxmQCTAPfc",31,"man",2,5,1,3,3,3,5,1,4,5,2,5,4,4,5,5,3,5,5,5,3,1,3,3,3,3,3,1,2,1,5,1,5,5,5,5,1,5,5,5,2,4,4,4,1,2,4,2,2,3,3,5,5,5,1,5,1,1,4,5
"3478","R_11bccBrDZyM6DxE",19,"woman",5,4,1,4,4,3,5,3,3,5,2,2,3,4,4,2,2,4,4,4,4,2,2,4,2,1,5,2,4,4,2,4,4,2,4,2,2,4,3,4,4,2,4,4,2,4,1,2,2,2,4,5,4,2,4,4,3,2,4,4
"3479","R_r6kTwlLER7btZ9T",24,"man",3,5,2,5,1,5,5,1,5,5,1,2,5,4,5,1,1,3,4,5,5,2,4,5,1,4,5,4,4,1,3,4,2,4,5,1,4,5,5,5,5,4,5,2,1,5,1,1,5,1,1,5,2,5,1,5,3,4,5,5
"3480","R_26mZSCRZ3FVhnV2",39,"man",5,4,2,4,4,3,5,2,2,4,2,3,4,2,3,2,2,5,2,1,4,1,2,4,4,2,3,2,4,2,2,5,4,3,3,2,2,4,1,2,4,2,5,3,3,4,2,1,2,2,2,5,5,1,2,4,4,2,3,2
"3481","R_20SzsM6jZsVW7Dx",19,"woman",3,4,5,5,3,3,4,5,4,4,1,1,4,4,2,5,1,1,4,2,2,1,1,2,5,2,5,2,2,4,5,5,1,4,4,5,2,5,2,4,2,4,5,2,4,1,1,2,4,3,4,5,5,3,2,4,4,1,4,2
"3482","R_3n78r3oeBSmpMIu",18,"man",4,5,1,2,1,2,5,3,2,4,1,3,5,4,5,4,5,5,5,5,3,1,2,4,1,3,5,2,4,1,4,5,5,5,5,4,2,5,2,5,4,4,5,4,1,4,1,1,2,1,4,5,5,2,1,5,4,1,4,4
